date,clbr_A01,clbr_A02,clbr_A03,clbr_A04,clbr_A05,clbr_A06,clbr_A07,clbr_A08,clbr_A09,clbr_A10,clbr_A11,clbr_A12,clbr_A13,clbr_A14,clbr_A15
2022-01-04,-0.12999999999999545,-0.0800000000000125,-0.06000000000000272,-0.04000000000000625,-0.029999999999986926,-0.010000000000005116,1.4210854715202004e-14,0.0,0.010000000000005116,0.0,0.010000000000005116,0.010000000000004672,-1.4210854715202004e-14,-0.020000000000009788,1.4210854715202004e-14
2022-01-05,-0.06999999999999318,-0.009999999999990905,0.03000000000000158,0.01999999999999602,0.030000000000001137,0.010000000000005116,0.009999999999990905,-0.010000000000005116,-0.04000000000000625,-0.03999999999999204,-0.0499999999999976,-0.049999999999996714,-0.04999999999999627,-0.029999999999986926,-0.030000000000015348
2022-01-06,0.21999999999999886,0.11999999999999034,0.09999999999999432,0.05000000000001137,0.03999999999999204,0.019999999999995577,-0.010000000000005116,-0.010000000000005116,0.009999999999990905,0.009999999999990905,0.01000000000000556,-1.4210854715202004e-14,1.3322676295501878e-14,-0.01999999999999602,-0.01999999999999602
2022-01-07,-0.20000000000000284,-0.18000000000000682,-0.1799999999999926,-0.15000000000000568,-0.14000000000000057,-0.13000000000000922,-0.12999999999999545,-0.11999999999999034,-0.13999999999998636,-0.1299999999999959,-0.12999999999999545,-0.11999999999998945,-0.11000000000001364,-0.11000000000001364,-0.10999999999999943
2022-01-10,0.14000000000000057,0.04000000000000625,-0.030000000000001137,-0.04999999999999716,-0.04999999999999716,-0.05999999999998806,-0.04999999999999716,-0.06999999999999318,-0.07000000000000783,-0.07999999999999785,-0.09000000000000341,-0.0900000000000043,-0.09999999999999432,-0.06999999999999318,-0.07000000000000739
2022-01-11,0.12000000000000455,0.10000000000000853,0.07999999999999785,0.0799999999999983,0.06999999999999318,0.05999999999998806,0.04000000000000625,0.04999999999999716,0.06000000000000272,0.04999999999999716,0.05999999999998806,0.04000000000000581,0.04000000000000625,0.01999999999999602,0.020000000000010232
2022-01-12,0.3999999999999915,0.29999999999999716,0.23000000000000442,0.1599999999999966,0.10000000000000853,0.09000000000001762,0.0899999999999892,0.0899999999999892,0.0799999999999983,0.09000000000000341,0.09000000000000341,0.10000000000000897,0.0999999999999801,0.10000000000000853,0.10000000000000853
2022-01-13,-0.19999999999998863,-0.10999999999999943,-0.030000000000001137,0.010000000000005116,0.030000000000001137,0.01999999999998181,0.030000000000001137,0.020000000000010232,0.030000000000001137,0.04000000000000625,0.01999999999999602,0.029999999999986926,0.04000000000000625,0.04999999999999716,0.06999999999999318
2022-01-14,0.0899999999999892,-0.01999999999999602,-0.06999999999999318,-0.07000000000000739,-0.0799999999999983,-0.0799999999999983,-0.09000000000000341,-0.0800000000000125,-0.09000000000000341,-0.10999999999999988,-0.09999999999999432,-0.10999999999999943,-0.12000000000000455,-0.10999999999999943,-0.11999999999999034
2022-01-19,0.04000000000000581,0.12000000000000455,0.129999999999995,0.09999999999999432,0.0800000000000125,0.04999999999999716,0.0400000000000067,0.04000000000000625,0.030000000000001137,0.009999999999990905,1.4210854715202004e-14,0.009999999999990905,0.010000000000005116,0.010000000000005116,0.0
2022-01-20,-0.18999999999999728,-0.1599999999999966,-0.07999999999999785,0.010000000000005116,0.060000000000002274,0.09000000000000341,0.10999999999998522,0.12999999999999545,0.14000000000000057,0.15000000000000568,0.1799999999999926,0.19000000000001238,0.18999999999999773,0.19999999999998863,0.20000000000000284
2022-01-21,0.0799999999999983,0.01999999999999602,-0.01999999999999602,-0.04999999999999716,-0.060000000000016485,-0.060000000000002274,-0.029999999999986926,-0.01999999999999602,-0.009999999999990905,0.0,-0.009999999999990905,-1.4210854715202004e-14,0.020000000000010232,0.020000000000009788,0.03999999999999204
2022-01-24,-0.27000000000001023,-0.0799999999999983,-0.03999999999999204,-0.05000000000001137,-0.10999999999999943,-0.0800000000000125,-0.09999999999999432,-0.0899999999999892,-0.10000000000000853,-0.0899999999999892,-0.09000000000001762,-0.12999999999999545,-0.1300000000000101,-0.07999999999999785,-0.05000000000001137
2022-01-25,0.21000000000000796,0.0799999999999983,-0.020000000000010232,-0.0799999999999983,-0.09999999999999432,-0.0899999999999892,-0.0800000000000125,-0.0800000000000125,-0.060000000000002274,-0.07000000000000739,-0.07999999999998408,-0.06999999999999362,-0.06000000000000183,-0.07000000000000739,-0.05999999999997385
2022-01-26,0.030000000000001137,0.06999999999999318,0.060000000000002274,0.04999999999999716,0.060000000000002274,0.06999999999999318,0.10000000000000853,0.12000000000000455,0.13000000000000966,0.14000000000000057,0.14999999999999103,0.15000000000000613,0.14000000000001478,0.15000000000000524,0.129999999999995
2022-01-27,-0.09999999999999432,-0.019999999999996465,0.03999999999999204,0.09000000000000341,0.09999999999999432,0.09000000000000341,0.09000000000000341,0.0799999999999983,0.07999999999999785,0.06999999999999318,0.07999999999999874,0.07999999999999785,0.0899999999999892,0.08999999999999009,0.09999999999998055
2022-01-28,-0.20999999999999375,-0.07000000000000695,-0.01999999999999602,-0.009999999999990905,0.0,0.0,-0.010000000000005116,0.009999999999990905,0.03000000000000158,0.04000000000000625,0.04000000000000625,0.03000000000000158,0.030000000000001137,0.020000000000009788,0.010000000000005116
2022-01-31,0.31999999999997897,0.22000000000001307,0.1799999999999926,0.15000000000000568,0.09999999999999432,0.06000000000000183,0.04999999999999716,0.05000000000001137,0.03999999999999204,0.010000000000005116,0.010000000000005116,0.030000000000001137,0.01999999999999602,0.030000000000001137,0.04000000000000625
2022-02-01,0.07000000000000739,-0.010000000000005116,-0.03999999999999204,-0.05000000000001137,-0.05999999999998806,-0.049999999999996714,-0.05000000000001137,-0.060000000000002274,-0.05999999999998806,-0.060000000000002274,-0.030000000000015348,-0.030000000000001137,-0.029999999999986926,-0.04000000000000625,-0.030000000000001137
2022-02-02,-0.0799999999999983,-0.05000000000001181,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-1.4210854715202004e-14,0.010000000000005116,0.01999999999999602,0.01999999999999602,0.04000000000000625,0.01999999999999602,0.01999999999999602,0.01999999999999602,0.030000000000001137,0.010000000000005116
2022-02-03,0.12000000000000455,0.11000000000001409,0.09000000000000341,0.05000000000001137,0.0399999999999916,0.020000000000024443,0.010000000000005116,1.4210854715202004e-14,-0.009999999999990905,-0.020000000000010232,-0.030000000000001137,-0.020000000000010232,-0.010000000000005116,-0.030000000000001137,-0.01999999999999602
2022-02-04,-0.28000000000000114,-0.18000000000000682,-0.10999999999999943,-0.0799999999999983,-0.07999999999998364,-0.09000000000000341,-0.10000000000000853,-0.10000000000000853,-0.10999999999999943,-0.12999999999999545,-0.12999999999999545,-0.13999999999998636,-0.15000000000000568,-0.15000000000000568,-0.14000000000001478
2022-02-07,0.01999999999999602,-0.030000000000001137,-0.010000000000005116,0.01999999999999602,0.0,-0.010000000000019327,-0.030000000000001137,-0.04000000000000625,-0.020000000000010232,-0.03000000000000158,-0.01999999999999602,-0.030000000000001137,-0.03000000000000158,-0.01999999999998181,-0.01999999999999602
2022-02-08,0.04000000000000625,0.07000000000000739,0.030000000000015348,0.009999999999990905,0.01999999999999602,0.020000000000010232,0.020000000000010232,0.030000000000001137,0.01999999999999602,0.0499999999999976,0.04000000000000581,0.04999999999999716,0.060000000000003606,0.06999999999999273,0.07000000000000695
2022-02-09,-0.14000000000000057,-0.020000000000010232,0.01999999999999602,0.020000000000010232,0.010000000000005116,0.009999999999990905,0.020000000000010232,0.0,0.0,-0.01999999999999602,-0.010000000000005116,-1.4210854715202004e-14,0.010000000000004228,0.0,-0.010000000000005116
2022-02-10,0.1700000000000017,0.0800000000000125,0.010000000000005116,-0.030000000000015348,-0.04999999999999716,-0.04999999999998295,-0.040000000000020464,-0.04000000000000625,-0.03999999999999204,0.0,0.010000000000005116,0.020000000000024443,0.01999999999999602,0.029999999999986926,0.03999999999999204
2022-02-11,-0.1700000000000017,-0.15000000000000568,-0.15000000000000568,-0.1699999999999875,-0.14000000000000057,-0.11000000000001364,-0.09999999999999432,-0.0799999999999983,-0.060000000000002274,-0.06000000000000272,-0.04000000000000581,-0.030000000000015348,-0.020000000000010232,1.4654943925052066e-14,0.0
2022-02-14,0.03999999999999204,0.030000000000000693,-0.030000000000015348,-0.10000000000000853,-0.13000000000000966,-0.10999999999998522,-0.09999999999999432,-0.09999999999999476,-0.09999999999999432,-0.09999999999999387,-0.12000000000000455,-0.10999999999999943,-0.09999999999998055,-0.09999999999999432,-0.08999999999998876
2022-02-15,-0.09000000000000341,0.08000000000001295,0.09000000000000341,0.11000000000001364,0.0799999999999983,0.060000000000002274,0.060000000000002274,0.06000000000000272,0.0399999999999916,0.03999999999999204,0.04000000000000625,0.009999999999990461,0.009999999999990905,-1.4210854715202004e-14,0.010000000000005116
2022-02-16,0.09000000000000341,0.12999999999999545,0.0800000000000125,0.0799999999999983,0.09000000000000341,0.0799999999999983,0.03999999999999204,0.0,0.0,-0.01999999999999602,-0.020000000000009788,0.0,-0.010000000000004672,1.4210854715202004e-14,0.009999999999990905
2022-02-17,0.05000000000001137,0.05999999999998806,0.0899999999999892,0.09999999999999432,0.09999999999999432,0.0799999999999983,0.09000000000000297,0.09000000000000341,0.06999999999999362,0.060000000000002274,0.06000000000001604,0.05000000000001181,0.060000000000002274,0.05999999999998762,0.06000000000000183
2022-02-18,-0.4000000000000199,-0.1700000000000017,-0.03999999999999204,-0.009999999999990905,0.020000000000010232,0.029999999999986926,0.0400000000000067,0.04999999999999716,0.060000000000002274,0.06999999999999318,0.05999999999998806,0.060000000000002274,0.05000000000001137,0.04999999999999716,0.05000000000001181
2022-02-23,1.5700000000000074,0.3599999999999852,-0.1700000000000017,-0.28000000000000114,-0.21999999999999886,-0.17999999999999305,-0.1599999999999966,-0.13000000000000966,-0.10999999999999943,-0.09000000000000252,-0.11000000000001364,-0.12000000000000455,-0.07999999999998408,-0.03999999999999204,-0.12999999999999545
2022-02-24,-1.1200000000000045,-0.9499999999999886,-0.9100000000000108,-0.8799999999999955,-0.8600000000000003,-0.8500000000000081,-0.8599999999999994,-0.8299999999999841,-0.8099999999999881,-0.7900000000000071,-0.769999999999996,-0.75,-0.730000000000004,-0.7000000000000028,-0.6800000000000068
2022-02-25,0.25,0.21000000000000796,0.2700000000000098,0.3200000000000074,0.349999999999981,0.3500000000000085,0.37000000000000455,0.3499999999999943,0.3299999999999841,0.3400000000000034,0.3299999999999983,0.3299999999999983,0.3400000000000034,0.3199999999999932,0.3199999999999932
2022-02-28,-0.23999999999999488,-0.28000000000000114,-0.2900000000000058,-0.38000000000000966,-0.4399999999999835,-0.4399999999999977,-0.4300000000000068,-0.4000000000000057,-0.37999999999998213,-0.3699999999999912,-0.37000000000000455,-0.3500000000000085,-0.3400000000000034,-0.3400000000000034,-0.3399999999999892
